timestamp,model_name,prompt_tokens,completion_tokens,total_tokens,ttft_ms,tpot_ms,latency_ms,throughput_tps,input_length,output_length,status,error_message
2026-05-05 18:18:59,qwen3.5:9b,2,304,306,5419.589900000574,49.71017462405923,31865.402800000084,9.540127325802993,10,1217,SUCCESS,
2026-05-05 18:19:52,qwen3.5:9b,6,533,539,5220.026999999391,51.70276707589291,51545.70629999944,10.34033750353336,26,2135,SUCCESS,
2026-05-05 18:20:57,qwen3.5:9b,13,880,893,5387.222800000018,51.57551882046783,64853.79599999942,13.568982145625029,52,3523,SUCCESS,
2026-05-05 18:38:00,qwen3.5:35b-a3b,2,459,461,176624.4991000003,194.00738533163212,328726.2891999999,1.3962984254074686,10,1839,SUCCESS,
2026-05-05 18:40:00,qwen3.5:35b-a3b,6,275,281,15757.881199999247,203.4215470238097,118282.34089999933,2.32494553208493,26,1102,SUCCESS,
2026-05-05 18:44:20,qwen3.5:35b-a3b,13,761,774,23739.050599999246,216.6023356880733,259835.59649999917,2.928775003312537,52,3046,SUCCESS,
